Station,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Lat,Lon
2079,1988,38.5,50.0,18.0,68.5,5.5,0.0,0.0,0.0,0.0,0.0,14.0,60.5,31.8355,-116.2038
2079,1989,13.0,22.0,27.5,0.0,2.5,0.0,0.0,0.0,7.5,4.5,1.0,19.5,31.8355,-116.2038
2079,1990,70.0,27.55,14.54,29.52,4.52,23.5,0.0,1.01,0.0,0.02,13.5,14.52,31.8355,-116.2038
2079,1991,39.52,25.4,133.41,3.52,0.01,0.0,3.0,0.0,0.03,14.52,3.04,52.03,31.8355,-116.2038
2079,1992,59.53,116.55,0.0,13.02,,,,,,10.52,1.02,66.53,31.8355,-116.2038
2079,1993,375.63,0.0,38.33,0.0,0.02,6.51,0.01,0.0,0.0,4.02,23.01,20.01,31.8355,-116.2038
2079,1994,16.52,67.05,53.01,40.0,0.52,0.01,0.0,1.51,1.06,2.04,8.52,26.52,31.8355,-116.2038
2079,1995,132.55,55.04,114.84,25.22,13.53,7.01,2.0,0.0,0.01,0.01,5.1,8.57,31.8355,-116.2038
2079,1996,35.02,39.08,46.53,1.52,0.0,0.01,1.01,0.02,3.55,35.06,30.03,19.52,31.8355,-116.2038
2079,1997,76.94,16.03,16.72,10.02,1.0,0.02,0.0,0.0,27.52,0.03,26.43,75.12,31.8355,-116.2038
2079,1998,44.04,260.92,89.35,42.17,21.72,1.04,0.0,,7.0,8.04,19.77,27.93,31.8355,-116.2038
2079,1999,46.28,17.9,23.71,53.31,0.0,5.52,0.0,0.0,8.5,0.0,0.0,15.81,31.8355,-116.2038
2079,2000,3.5,50.51,18.91,14.31,0.0,3.0,0.0,3.0,7.8,18.5,7.3,1.0,31.8355,-116.2038
2079,2001,108.5,60.0,29.4,28.7,0.0,0.0,2.5,0.0,0.0,0.0,34.6,16.3,31.8355,-116.2038
2079,2002,15.8,7.2,21.7,16.8,0.0,0.0,0.0,0.0,10.5,1.0,31.5,36.6,31.8355,-116.2038
2079,2003,1.01,109.2,52.11,16.01,9.9,3.41,0.03,0.0,0.0,0.01,20.83,14.62,31.8355,-116.2038
2079,2004,18.12,93.23,13.8,18.3,0.0,0.0,0.0,0.0,0.0,194.0,19.0,65.72,31.8355,-116.2038
2079,2005,99.92,119.41,34.22,4.91,0.41,0.6,0.2,0.0,0.01,7.61,0.0,3.7,31.8355,-116.2038
2079,2006,7.5,49.0,71.42,22.41,16.51,0.0,5.82,1.01,0.0,10.01,4.5,17.5,31.8355,-116.2038
2079,2007,23.4,63.62,8.41,11.72,0.8,0.0,0.0,0.0,0.61,3.8,23.3,15.91,31.8355,-116.2038
2079,2008,86.71,28.13,9.0,1.0,4.02,0.0,0.0,0.02,0.5,1.0,65.91,129.61,31.8355,-116.2038
2079,2009,3.02,50.01,2.2,24.01,1.5,0.02,0.0,0.02,0.01,0.0,9.52,86.71,31.8355,-116.2038
2079,2010,150.71,86.7,33.0,54.91,0.0,0.0,0.6,0.0,0.0,47.52,20.7,0.01,31.8355,-116.2038
2079,2011,21.8,132.5,43.81,8.61,4.7,1.0,0.01,0.0,2.02,13.0,81.64,34.0,31.8355,-116.2038
2094,1974,,,39.4,,0.0,0.0,0.0,0.0,4.6,46.7,7.6,38.8,31.9833,-116.6666
2094,1975,17.0,12.0,57.5,65.3,0.0,2.4,0.0,0.0,0.0,0.0,12.0,9.2,31.9833,-116.6666
2094,1976,0.0,167.9,20.4,,,,,,,,3.0,37.5,31.9833,-116.6666
2094,1977,46.8,0.0,,,,,,,,,,,31.9833,-116.6666
2094,1981,,,,,,,,,1.5,3.0,0.0,,31.9833,-116.6666
2094,1982,4.3,32.3,54.0,8.0,,,,,,1.0,69.0,12.5,31.9833,-116.6666
2094,1983,38.5,107.5,115.4,36.8,0.0,0.0,0.0,2.6,30.8,39.0,13.0,26.4,31.9833,-116.6666
2094,1984,9.1,0.0,0.0,7.2,0.0,0.0,0.5,1.8,,,,117.0,31.9833,-116.6666
2094,1985,18.2,,,6.0,1.3,0.0,0.5,0.0,7.4,38.8,,,31.9833,-116.6666
2094,1986,12.9,17.6,74.2,4.5,0.0,0.0,,0.0,15.5,5.0,0.0,,31.9833,-116.6666
2114,1979,,,,,,,,,,15.0,10.0,,32.2436,-116.5844
2114,1980,180.5,197.2,87.0,36.0,,,,,,,,,32.2436,-116.5844
2114,1981,,,,,,0.0,0.0,,,,,14.0,32.2436,-116.5844
2114,1982,131.0,58.0,123.8,23.8,0.0,0.0,0.0,0.0,7.9,4.0,131.5,77.0,32.2436,-116.5844
2114,1983,71.2,163.5,240.7,92.3,0.0,0.0,0.0,55.4,18.6,43.0,65.8,60.3,32.2436,-116.5844
2114,1984,5.51,0.02,0.01,14.8,0.0,0.0,8.7,2.5,0.0,,,,32.2436,-116.5844
2114,1985,7.8,43.3,13.52,3.0,,,,0.0,16.22,25.1,156.71,38.2,32.2436,-116.5844
2114,1986,25.2,110.0,100.3,0.0,0.0,0.0,,,19.3,20.4,,,32.2436,-116.5844
2114,1987,,,,,1.0,7.6,,0.0,,,,,32.2436,-116.5844
2114,1989,,,,1.0,,0.0,0.0,0.0,0.0,,,4.6,32.2436,-116.5844
2114,1990,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2436,-116.5844
2114,1991,0.0,,159.0,0.0,1.0,0.0,12.0,0.0,24.0,0.0,0.0,86.0,32.2436,-116.5844
2114,1992,21.5,132.0,214.0,7.0,5.0,0.5,0.0,0.0,0.0,11.0,0.0,93.0,32.2436,-116.5844
2114,1993,0.0,74.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,2.0,37.5,32.0,32.2436,-116.5844
2114,1994,21.0,80.5,55.0,25.0,0.0,6.0,0.0,7.0,0.0,1.0,10.0,27.0,32.2436,-116.5844
2114,1995,55.0,100.0,133.3,32.0,17.0,3.0,11.0,0.0,0.0,0.0,10.0,25.0,32.2436,-116.5844
2114,1996,11.0,45.5,51.0,2.0,0.0,0.0,0.0,1.0,14.0,,20.0,8.0,32.2436,-116.5844
2114,1997,50.0,29.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,15.01,32.2436,-116.5844
2114,1998,15.03,239.0,127.01,43.91,24.02,0.0,2.0,19.31,2.8,0.0,24.5,16.0,32.2436,-116.5844
2114,1999,27.0,17.0,22.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,32.2436,-116.5844
2114,2000,4.0,82.0,30.1,2.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,12.0,32.2436,-116.5844
2114,2001,44.0,,,,,,,0.0,0.0,0.0,3.0,18.0,32.2436,-116.5844
2114,2002,5.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,34.5,32.2436,-116.5844
2114,2003,3.0,94.5,41.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,32.2436,-116.5844
2114,2004,6.0,65.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,150.5,25.0,103.0,32.2436,-116.5844
2114,2005,69.0,124.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2436,-116.5844
2114,2006,7.0,5.0,79.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.2436,-116.5844
2114,2007,14.0,47.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,26.5,32.2436,-116.5844
2114,2008,160.0,57.01,6.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,22.5,,32.2436,-116.5844
2114,2009,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,107.0,32.2436,-116.5844
2114,2010,192.0,98.0,57.5,48.0,0.0,0.0,0.0,0.0,0.0,42.0,27.0,153.0,32.2436,-116.5844
2114,2011,2.0,146.5,46.5,13.5,1.0,0.0,2.0,0.0,0.0,0.0,87.5,26.5,32.2436,-116.5844
2114,2013,,,,,17.7,0.0,1.3,20.7,43.0,20.5,12.0,26.0,32.2436,-116.5844
2114,2014,0.0,22.5,16.5,0.0,0.0,0.0,2.3,1.5,,,,73.5,32.2436,-116.5844
2114,2015,26.5,47.2,24.4,0.0,,,,,,,,,32.2436,-116.5844
2114,2017,,,,,,0.0,0.01,2.0,0.0,0.0,3.5,2.0,32.2436,-116.5844
2114,2018,69.3,30.5,16.8,0.0,1.62,0.0,4.0,3.9,0.0,2.4,30.1,60.0,32.2436,-116.5844
2114,2019,32.9,199.1,24.1,7.7,14.6,0.0,2.3,0.0,5.8,5.0,184.9,175.1,32.2436,-116.5844
2114,2020,8.4,47.0,33.3,73.8,0.0,0.2,0.0,0.0,0.0,0.0,14.4,0.0,32.2436,-116.5844
2114,2022,0.0,,,,,,,,,,,,32.2436,-116.5844
2114,2023,156.7,,,,,0.1,0.0,43.0,,0.0,41.01,27.5,32.2436,-116.5844
2114,2024,113.2,122.7,91.1,51.9,0.0,0.0,0.0,0.0,,,0.0,0.0,32.2436,-116.5844
2114,2025,14.8,38.11,,,,,,,,,,,32.2436,-116.5844
2118,1979,,,,,,,,,,,13.0,18.0,31.9188,-116.2341
2118,1980,153.3,191.6,69.5,6.5,6.0,0.0,2.0,6.0,0.0,1.6,0.0,7.8,31.9188,-116.2341
2118,1981,30.8,38.1,64.9,21.5,0.0,0.0,8.5,0.0,16.5,2.5,30.1,4.0,31.9188,-116.2341
2118,1982,73.5,39.9,88.9,8.2,1.3,0.0,,19.5,7.0,2.2,91.9,72.9,31.9188,-116.2341
2118,1983,35.4,83.7,140.6,46.3,1.1,0.0,0.0,101.9,45.2,9.7,38.1,42.7,31.9188,-116.2341
2118,1984,17.3,0.6,0.8,11.5,0.0,0.0,38.5,12.0,3.0,0.1,17.3,96.5,31.9188,-116.2341
2118,1985,16.9,27.8,14.7,4.2,0.0,0.0,3.8,0.0,10.1,23.4,56.8,16.9,31.9188,-116.2341
2118,1986,7.8,41.3,78.6,2.9,0.0,0.0,3.2,5.8,7.5,6.0,,20.5,31.9188,-116.2341
2118,1987,28.5,77.1,24.5,11.2,9.6,0.0,0.0,18.7,5.8,74.8,28.6,50.2,31.9188,-116.2341
2118,1988,62.8,15.3,15.3,65.6,1.8,0.0,29.5,21.9,0.0,0.4,8.4,19.5,31.9188,-116.2341
2118,1989,,,,,3.6,,0.0,,,,,0.0,31.9188,-116.2341
2118,1991,36.83,89.4,146.7,2.0,0.0,0.0,39.8,3.5,18.3,20.0,0.0,48.6,31.9188,-116.2341
2118,1992,39.8,80.0,139.9,2.7,13.0,0.0,0.0,18.9,0.0,18.4,3.1,101.1,31.9188,-116.2341
2118,1993,237.5,144.5,34.4,0.0,0.0,5.6,0.0,16.7,0.0,7.5,27.3,14.4,31.9188,-116.2341
2118,1994,23.4,97.5,54.2,20.1,0.0,0.0,3.0,4.3,0.0,0.0,41.6,37.0,31.9188,-116.2341
2118,1995,150.09,25.6,83.1,32.7,26.0,11.0,0.0,4.5,49.9,0.0,0.0,9.3,31.9188,-116.2341
2118,1996,51.9,44.2,41.4,0.0,0.0,0.0,2.3,17.6,0.0,12.5,7.7,10.0,31.9188,-116.2341
2118,1997,62.4,22.1,6.5,21.1,0.0,8.0,0.0,1.0,37.5,0.0,28.1,92.8,31.9188,-116.2341
2118,1998,22.2,158.9,102.2,42.1,9.1,0.0,0.0,7.1,1.0,0.0,9.5,17.7,31.9188,-116.2341
2118,1999,24.4,22.0,22.9,,0.0,0.0,46.7,0.0,0.0,0.0,0.0,3.5,31.9188,-116.2341
2118,2000,11.7,59.0,36.2,4.0,0.0,15.0,0.0,6.4,0.0,15.7,8.7,3.2,31.9188,-116.2341
2118,2001,72.6,89.5,35.4,30.5,0.0,0.0,11.4,0.0,0.0,0.0,0.0,,31.9188,-116.2341
2118,2002,5.2,0.0,15.7,4.2,157.0,0.0,9.5,0.0,0.0,1.5,10.6,,31.9188,-116.2341
2118,2003,4.0,81.6,44.1,17.8,1.2,0.0,0.0,36.7,0.0,0.0,15.8,2.7,31.9188,-116.2341
2118,2004,7.6,70.3,8.9,9.9,0.0,0.0,0.0,0.0,0.0,118.1,24.9,42.4,31.9188,-116.2341
2118,2005,76.6,65.0,25.4,2.1,4.7,0.0,7.6,28.8,0.0,6.7,0.0,0.0,31.9188,-116.2341
2118,2006,3.2,3.2,56.0,11.4,13.2,0.0,8.1,0.0,0.0,0.0,0.0,15.2,31.9188,-116.2341
2118,2007,15.2,21.2,2.0,0.0,4.2,0.0,0.0,8.5,23.0,0.0,55.5,23.0,31.9188,-116.2341
2118,2008,89.6,45.8,22.8,1.0,5.0,0.0,0.0,14.5,0.0,0.5,24.6,0.0,31.9188,-116.2341
2118,2009,1.0,71.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,50.5,31.9188,-116.2341
2118,2010,199.0,81.4,37.1,39.7,0.0,0.0,0.0,,7.5,72.5,9.0,62.0,31.9188,-116.2341
2118,2011,8.5,104.0,20.5,21.3,7.0,0.0,13.5,0.0,0.0,9.0,47.5,43.1,31.9188,-116.2341
2118,2012,7.5,42.7,35.0,25.8,0.0,0.0,0.0,42.0,9.5,2.5,,,31.9188,-116.2341
2118,2013,59.9,27.5,37.1,1.0,4.3,0.0,7.0,34.2,20.7,12.4,10.5,22.0,31.9188,-116.2341
2118,2014,0.0,46.2,8.4,,0.0,0.0,7.5,20.7,27.0,12.0,2.5,62.0,31.9188,-116.2341
2118,2015,11.2,6.7,30.9,4.0,20.3,10.0,30.5,0.0,3.0,8.0,36.2,23.5,31.9188,-116.2341
2118,2016,97.4,0.0,32.2,47.3,6.0,0.0,9.2,0.0,27.0,0.0,21.5,87.4,31.9188,-116.2341
2118,2017,114.1,58.5,5.2,0.0,12.9,0.0,0.5,48.2,2.0,0.0,7.2,0.0,31.9188,-116.2341
2118,2018,21.6,13.1,20.9,0.0,2.3,0.0,0.0,22.5,4.7,3.7,13.9,59.2,31.9188,-116.2341
2118,2019,30.4,128.03,6.0,1.6,28.6,0.0,6.5,0.0,24.4,0.0,95.6,0.0,31.9188,-116.2341
2118,2020,11.9,17.4,118.8,39.0,0.0,0.0,0.0,0.0,0.0,2.2,10.8,11.8,31.9188,-116.2341
2118,2021,,,,,,,,,,,,0.0,31.9188,-116.2341
2164,1999,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1063,-115.8522
2164,2000,6.0,88.4,46.1,12.5,0.0,9.0,0.0,0.0,2.51,48.5,11.5,2.5,32.1063,-115.8522
2164,2001,95.0,92.3,32.0,45.5,0.0,0.0,1.5,1.5,0.0,0.0,0.0,9.0,32.1063,-115.8522
2164,2002,6.8,3.0,33.5,13.5,0.0,0.0,0.0,0.0,12.0,1.0,26.5,52.5,32.1063,-115.8522
2164,2003,3.0,0.0,46.0,29.5,8.0,2.0,7.5,2.0,0.0,0.0,14.0,34.5,32.1063,-115.8522
2164,2004,17.0,182.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,312.0,36.0,70.6,32.1063,-115.8522
2164,2005,69.2,114.5,34.0,6.0,3.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,32.1063,-115.8522
2164,2006,13.5,19.0,88.0,35.5,15.5,1.5,6.5,0.0,0.0,6.0,3.0,26.0,32.1063,-115.8522
2164,2007,13.5,47.6,6.5,9.0,0.0,0.0,0.0,0.0,7.0,0.0,47.5,23.5,32.1063,-115.8522
2164,2008,127.5,47.0,14.0,0.0,12.0,0.0,0.0,2.0,0.0,1.0,47.0,,32.1063,-115.8522
2164,2009,5.5,97.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,107.5,32.1063,-115.8522
2164,2010,193.5,121.5,37.5,58.5,0.0,0.0,8.0,2.0,13.0,46.5,36.0,1.5,32.1063,-115.8522
2164,2011,8.0,62.0,43.0,15.0,14.0,0.0,0.0,0.0,0.0,13.0,89.0,35.5,32.1063,-115.8522
2164,2012,11.0,62.5,58.5,54.0,0.0,0.0,0.0,0.0,18.0,7.3,,,32.1063,-115.8522
2164,2013,71.5,39.0,55.5,5.5,10.5,0.0,0.0,0.0,0.0,39.0,4.0,20.0,32.1063,-115.8522
2164,2014,6.5,19.0,42.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,73.0,32.1063,-115.8522
2164,2015,27.0,25.5,38.0,,52.5,0.0,0.0,0.0,0.0,5.0,23.5,59.5,32.1063,-115.8522
2164,2016,93.0,32.0,30.0,,18.5,0.0,10.0,0.0,25.5,1.1,27.0,151.5,32.1063,-115.8522
2164,2017,169.0,126.0,9.0,,19.0,0.0,0.0,1.0,2.0,,,,32.1063,-115.8522
2164,2018,56.0,25.0,22.0,,0.0,0.0,0.0,0.0,0.0,,,,32.1063,-115.8522
2164,2020,18.5,30.0,127.0,,,,,,,,,,32.1063,-115.8522
2164,2023,150.51,118.2,90.01,0.0,0.0,0.0,0.0,44.0,0.0,0.0,46.0,0.01,32.1063,-115.8522
2164,2024,50.0,120.01,68.01,8.0,0.0,0.0,0.0,,,,,,32.1063,-115.8522
